Energy	Entropy	Label
0.15181046	2.84066102901921	space
0.1502334625	2.85378085948638	space
0.16627637375	2.75364019359977	space
0.14916850125	2.86001816475695	space
0.25554362	2.40809643908677	space
0.1494865175	2.85486532287283	space
0.14894148875	2.86205596125464	space
0.2171036675	2.54060748662584	space
0.14942615375	2.8575490975575	space
0.1755159	2.72067019778408	space
0.15162088625	2.84705776726254	space
0.21046559375	2.57717481410684	space
0.14930887	2.85774804132359	space
0.17808908	2.70721896658668	space
0.2294945175	2.50537739525703	space
0.1721347525	2.72911284773237	space
0.149450135	2.85816471599502	space
0.1782294825	2.70378260476157	space
0.17779860375	2.70336482176156	space
0.17462262375	2.7166729258786	space
0.15144535375	2.84295165908191	space
0.24988493375	2.42129157808053	space
0.14972021	2.85790239397748	space
0.1489165	2.85892425725755	space
0.14960757375	2.85733588165184	space
0.17557588625	2.71278935549811	space
0.17298462125	2.72003303394764	space
0.18188565875	2.69516743369791	space
0.15032508875	2.85571419761298	space
0.15062581125	2.85417429052525	space
0.15101432625	2.85359331201596	space
0.16931438375	2.74251219887707	space
0.149119285	2.85784843145486	space
0.14977214375	2.85764884412426	space
0.23089493375	2.50268281024849	space
0.175279395	2.71759408592164	space
0.17069565625	2.73840377201195	space
0.148339385	2.86422484601368	space
0.14942935	2.856203363251	space
0.2260183725	2.51238324113499	space
0.15136459125	2.85369418977767	space
0.16886254125	2.74293112122528	space
0.177512345	2.70602101672315	space
0.1752060875	2.71674066094777	space
0.14925069	2.86035155858601	space
0.15018853375	2.85323803686583	space
0.152529555	2.83514463974575	space
0.1508461475	2.85580325618787	space
0.19283829125	2.63821164455386	space
0.17702438125	2.70449654642266	space
0.149468085	2.85854129561167	space
0.150010525	2.8558704966379	space
0.14995792375	2.85729032314683	space
0.14883344	2.85908131868778	space
0.1734215475	2.72325714694071	space
0.1784990175	2.70379759062036	space
0.150210245	2.85449271152813	space
0.16673020875	2.75778917598504	space
0.14935596125	2.85769511569376	space
0.14932671625	2.85526923796623	space
0.149431755	2.8583467058481	space
0.15010768875	2.85430773500573	space
0.14949019375	2.85779490408902	space
0.21472033375	2.56354832572301	space
0.2651410275	2.36810439783616	space
0.25291495125	2.41334060670578	space
0.2183570775	2.54082607648828	space
0.17015493	2.73312015739407	space
0.1964183575	2.62373616784772	space
0.17036883625	2.73750990708663	space
0.17112188375	2.73396745386214	space
0.16825981125	2.74249667642159	space
0.152123805	2.83868985359897	space
0.16738066125	2.75303447491334	space
0.1512869975	2.85258940987927	space
0.15026931375	2.85415082514846	space
0.173611435	2.72488917771668	space
0.15082652375	2.85328315405726	space
0.148717975	2.86129955120777	space
0.282665965	2.31138586044787	space
0.17684468	2.70497414522899	space
0.1693113825	2.73721993083565	space
0.17454416	2.72201951635625	space
0.1498657275	2.85678453156895	space
0.17106439375	2.73106133168862	space
0.14984348	2.85539719736933	space
